,alpha,accuracy,recall,precision,f1
15,0.75,0.8983050847457628,1.0,0.8181818181818182,0.9
16,0.8,0.8983050847457628,1.0,0.8181818181818182,0.9
17,0.8500000000000001,0.8983050847457628,1.0,0.8181818181818182,0.9
18,0.9,0.8983050847457628,1.0,0.8181818181818182,0.9
19,0.9500000000000001,0.8983050847457628,1.0,0.8181818181818182,0.9
20,1.0,0.8983050847457628,1.0,0.8181818181818182,0.9
